location	values	latitude	longitude	region	county	locality
Bogota, NJ	{'latitude': 40.875084, 'longitude': -74.02935, 'type': 'locality', 'name': 'Bogota', 'number': None, 'postal_code': None, 'street': None, 'confidence': 1, 'region': 'New Jersey', 'region_code': 'NJ', 'county': 'Bergen County', 'locality': 'Bogota', 'administrative_area': 'Bogota', 'neighbourhood': None, 'country': 'United States', 'country_code': 'USA', 'continent': 'North America', 'label': 'Bogota, NJ, USA'}	40.875084	-74.02935	New Jersey	Bergen County	Bogota
Boston, MA 02111 (Leather District area)	{'latitude': 42.355492, 'longitude': -71.048611, 'type': 'locality', 'name': 'Boston', 'number': None, 'postal_code': None, 'street': None, 'confidence': 0.6, 'region': 'Massachusetts', 'region_code': 'MA', 'county': 'Suffolk County', 'locality': 'Boston', 'administrative_area': 'Boston', 'neighbourhood': None, 'country': 'United States', 'country_code': 'USA', 'continent': 'North America', 'label': 'Boston, MA, USA'}	42.355492	-71.048611	Massachusetts	Suffolk County	Boston
Sarpy County, NE	{'latitude': 41.09578, 'longitude': -96.191434, 'type': 'county', 'name': 'Sarpy County', 'number': None, 'postal_code': None, 'street': None, 'confidence': 1, 'region': 'Nebraska', 'region_code': 'NE', 'county': 'Sarpy County', 'locality': None, 'administrative_area': None, 'neighbourhood': None, 'country': 'United States', 'country_code': 'USA', 'continent': 'North America', 'label': 'Sarpy County, NE, USA'}	41.09578	-96.191434	Nebraska	Sarpy County	
Los Lunas, NM	{'latitude': 34.80843, 'longitude': -106.776452, 'type': 'locality', 'name': 'Los Lunas', 'number': None, 'postal_code': None, 'street': None, 'confidence': 1, 'region': 'New Mexico', 'region_code': 'NM', 'county': 'Valencia County', 'locality': 'Los Lunas', 'administrative_area': None, 'neighbourhood': None, 'country': 'United States', 'country_code': 'USA', 'continent': 'North America', 'label': 'Los Lunas, NM, USA'}	34.80843	-106.776452	New Mexico	Valencia County	Los Lunas
Raleigh, NC 27603 (Central area)	{'latitude': 35.795543, 'longitude': -78.64439, 'type': 'locality', 'name': 'Raleigh', 'number': None, 'postal_code': None, 'street': None, 'confidence': 0.6, 'region': 'North Carolina', 'region_code': 'NC', 'county': 'Wake County', 'locality': 'Raleigh', 'administrative_area': None, 'neighbourhood': None, 'country': 'United States', 'country_code': 'USA', 'continent': 'North America', 'label': 'Raleigh, NC, USA', 'map_url': 'https://map.positionstack.com/export/embed.html?bbox=-78.819049,35.70825,-78.470789,35.970907&layer=mapnik&marker=35.795543,-78.64439'}	35.795543	-78.64439	North Carolina	Wake County	Raleigh
Emeryville, CA	{'latitude': 37.840912, 'longitude': -122.296169, 'type': 'locality', 'name': 'Emeryville', 'number': None, 'postal_code': None, 'street': None, 'confidence': 1, 'region': 'California', 'region_code': 'CA', 'county': 'Alameda County', 'locality': 'Emeryville', 'administrative_area': None, 'neighbourhood': None, 'country': 'United States', 'country_code': 'USA', 'continent': 'North America', 'label': 'Emeryville, CA, USA'}	37.840912	-122.296169	California	Alameda County	Emeryville
Manilla, IA	{'latitude': 41.889148, 'longitude': -95.234552, 'type': 'locality', 'name': 'Manilla', 'number': None, 'postal_code': None, 'street': None, 'confidence': 1, 'region': 'Iowa', 'region_code': 'IA', 'county': 'Crawford County', 'locality': 'Manilla', 'administrative_area': None, 'neighbourhood': None, 'country': 'United States', 'country_code': 'USA', 'continent': 'North America', 'label': 'Manilla, IA, USA'}	41.889148	-95.234552	Iowa	Crawford County	Manilla
Eagle Mountain, UT	{'latitude': 40.315099, 'longitude': -112.003867, 'type': 'locality', 'name': 'Eagle Mountain', 'number': None, 'postal_code': None, 'street': None, 'confidence': 1, 'region': 'Utah', 'region_code': 'UT', 'county': 'Utah County', 'locality': 'Eagle Mountain', 'administrative_area': None, 'neighbourhood': None, 'country': 'United States', 'country_code': 'USA', 'continent': 'North America', 'label': 'Eagle Mountain, UT, USA'}	40.315099	-112.003867	Utah	Utah County	Eagle Mountain
Gallatin, TN	{'latitude': 36.378479, 'longitude': -86.4552, 'type': 'locality', 'name': 'Gallatin', 'number': None, 'postal_code': None, 'street': None, 'confidence': 1, 'region': 'Tennessee', 'region_code': 'TN', 'county': 'Sumner County', 'locality': 'Gallatin', 'administrative_area': None, 'neighbourhood': None, 'country': 'United States', 'country_code': 'USA', 'continent': 'North America', 'label': 'Gallatin, TN, USA'}	36.378479	-86.4552	Tennessee	Sumner County	Gallatin
Forest City, NC	{'latitude': 35.333528, 'longitude': -81.872057, 'type': 'locality', 'name': 'Forest City', 'number': None, 'postal_code': None, 'street': None, 'confidence': 1, 'region': 'North Carolina', 'region_code': 'NC', 'county': 'Rutherford County', 'locality': 'Forest City', 'administrative_area': None, 'neighbourhood': None, 'country': 'United States', 'country_code': 'USA', 'continent': 'North America', 'label': 'Forest City, NC, USA'}	35.333528	-81.872057	North Carolina	Rutherford County	Forest City
Beavercreek, OH 45434	{'latitude': 39.721385, 'longitude': -84.031824, 'type': 'postalcode', 'name': '45434', 'number': None, 'postal_code': '45434', 'street': None, 'confidence': 1, 'region': 'Ohio', 'region_code': 'OH', 'county': 'Greene County', 'locality': 'Beavercreek', 'administrative_area': 'Beavercreek Township', 'neighbourhood': None, 'country': 'United States', 'country_code': 'USA', 'continent': 'North America', 'label': '45434, Beavercreek, OH, USA'}	39.721385	-84.031824	Ohio	Greene County	Beavercreek
Turbotville, PA 17772	{'latitude': 41.101566, 'longitude': -76.768687, 'type': 'locality', 'name': 'Turbotville', 'number': None, 'postal_code': None, 'street': None, 'confidence': 0.6, 'region': 'Pennsylvania', 'region_code': 'PA', 'county': 'Northumberland County', 'locality': 'Turbotville', 'administrative_area': 'Turbotville', 'neighbourhood': None, 'country': 'United States', 'country_code': 'USA', 'continent': 'North America', 'label': 'Turbotville, PA, USA'}	41.101566	-76.768687	Pennsylvania	Northumberland County	Turbotville
Oklahoma City, OK 73169	{'latitude': 35.38277, 'longitude': -97.642601, 'type': 'postalcode', 'name': '73169', 'number': None, 'postal_code': '73169', 'street': None, 'confidence': 1, 'region': 'Oklahoma', 'region_code': 'OK', 'county': 'Oklahoma County', 'locality': 'Oklahoma City', 'administrative_area': None, 'neighbourhood': None, 'country': 'United States', 'country_code': 'USA', 'continent': 'North America', 'label': '73169, Oklahoma City, OK, USA'}	35.38277	-97.642601	Oklahoma	Oklahoma County	Oklahoma City
San Juan, PR 00901 (Old San Juan area)	{'latitude': 18.46633, 'longitude': -66.10572, 'type': 'locality', 'name': 'San Juan', 'number': None, 'postal_code': None, 'street': None, 'confidence': 0.6, 'region': None, 'region_code': None, 'county': 'San Juan', 'locality': 'San Juan', 'administrative_area': None, 'neighbourhood': None, 'country': None, 'country_code': None, 'continent': 'North America', 'label': 'San Juan, Puerto Rico'}	18.46633	-66.10572		San Juan	San Juan
Baxter, MN 56425	{'latitude': 46.339586, 'longitude': -94.283739, 'type': 'locality', 'name': 'Baxter', 'number': None, 'postal_code': None, 'street': None, 'confidence': 0.6, 'region': 'Minnesota', 'region_code': 'MN', 'county': 'Crow Wing County', 'locality': 'Baxter', 'administrative_area': 'Baxter', 'neighbourhood': None, 'country': 'United States', 'country_code': 'USA', 'continent': 'North America', 'label': 'Baxter, MN, USA'}	46.339586	-94.283739	Minnesota	Crow Wing County	Baxter
Scottsdale, AZ 85257	{'latitude': 33.687647, 'longitude': -111.856562, 'type': 'locality', 'name': 'Scottsdale', 'number': None, 'postal_code': None, 'street': None, 'confidence': 0.6, 'region': 'Arizona', 'region_code': 'AZ', 'county': 'Maricopa County', 'locality': 'Scottsdale', 'administrative_area': None, 'neighbourhood': None, 'country': 'United States', 'country_code': 'USA', 'continent': 'North America', 'label': 'Scottsdale, AZ, USA'}	33.687647	-111.856562	Arizona	Maricopa County	Scottsdale
Greenville, SC 29611	{'latitude': 34.846404, 'longitude': -82.382065, 'type': 'locality', 'name': 'Greenville', 'number': None, 'postal_code': None, 'street': None, 'confidence': 0.6, 'region': 'South Carolina', 'region_code': 'SC', 'county': 'Greenville County', 'locality': 'Greenville', 'administrative_area': None, 'neighbourhood': None, 'country': 'United States', 'country_code': 'USA', 'continent': 'North America', 'label': 'Greenville, SC, USA'}	34.846404	-82.382065	South Carolina	Greenville County	Greenville
Kirkland, WA 98034 (Totem Lake area)	{'latitude': 47.689438, 'longitude': -122.190129, 'type': 'locality', 'name': 'Kirkland', 'number': None, 'postal_code': None, 'street': None, 'confidence': 0.6, 'region': 'Washington', 'region_code': 'WA', 'county': 'King County', 'locality': 'Kirkland', 'administrative_area': None, 'neighbourhood': None, 'country': 'United States', 'country_code': 'USA', 'continent': 'North America', 'label': 'Kirkland, WA, USA'}	47.689438	-122.190129	Washington	King County	Kirkland
Kirtland, NM 87417	{'latitude': 36.748725, 'longitude': -108.345707, 'type': 'postalcode', 'name': '87417', 'number': None, 'postal_code': '87417', 'street': None, 'confidence': 1, 'region': 'New Mexico', 'region_code': 'NM', 'county': 'San Juan County', 'locality': 'Kirtland', 'administrative_area': None, 'neighbourhood': None, 'country': 'United States', 'country_code': 'USA', 'continent': 'North America', 'label': '87417, Kirtland, NM, USA'}	36.748725	-108.345707	New Mexico	San Juan County	Kirtland
Lexington, MA 02420	{'latitude': 42.44649, 'longitude': -71.234535, 'type': 'locality', 'name': 'Lexington', 'number': None, 'postal_code': None, 'street': None, 'confidence': 0.6, 'region': 'Massachusetts', 'region_code': 'MA', 'county': 'Middlesex County', 'locality': 'Lexington', 'administrative_area': 'Lexington', 'neighbourhood': None, 'country': 'United States', 'country_code': 'USA', 'continent': 'North America', 'label': 'Lexington, MA, USA'}	42.44649	-71.234535	Massachusetts	Middlesex County	Lexington
Austin, TX 78702 (Govalle area)	{'latitude': 30.263378, 'longitude': -97.714483, 'type': 'postalcode', 'name': '78702', 'number': None, 'postal_code': '78702', 'street': None, 'confidence': 1, 'region': 'Texas', 'region_code': 'TX', 'county': 'Travis County', 'locality': 'Austin', 'administrative_area': None, 'neighbourhood': None, 'country': 'United States', 'country_code': 'USA', 'continent': 'North America', 'label': '78702, Austin, TX, USA'}	30.263378	-97.714483	Texas	Travis County	Austin
Phoenix, AZ 85034 (Camelback East area)	{'latitude': 33.42958, 'longitude': -112.014097, 'type': 'postalcode', 'name': '85034', 'number': None, 'postal_code': '85034', 'street': None, 'confidence': 1, 'region': 'Arizona', 'region_code': 'AZ', 'county': 'Maricopa County', 'locality': 'Phoenix', 'administrative_area': None, 'neighbourhood': None, 'country': 'United States', 'country_code': 'USA', 'continent': 'North America', 'label': '85034, Phoenix, AZ, USA'}	33.42958	-112.014097	Arizona	Maricopa County	Phoenix
Lawrence, KS 66045 (Campus area)	{'latitude': 38.958845, 'longitude': -95.247749, 'type': 'postalcode', 'name': '66045', 'number': None, 'postal_code': '66045', 'street': None, 'confidence': 1, 'region': 'Kansas', 'region_code': 'KS', 'county': 'Douglas County', 'locality': 'Lawrence', 'administrative_area': 'Lawrence', 'neighbourhood': None, 'country': 'United States', 'country_code': 'USA', 'continent': 'North America', 'label': '66045, Lawrence, KS, USA'}	38.958845	-95.247749	Kansas	Douglas County	Lawrence
Millersville, MD 21108	{'latitude': 40.508857, 'longitude': -3.767864, 'type': 'region', 'name': 'Madrid', 'number': None, 'postal_code': None, 'street': None, 'confidence': 0.3, 'region': 'Madrid', 'region_code': 'MD', 'county': None, 'locality': None, 'administrative_area': None, 'neighbourhood': None, 'country': 'Spain', 'country_code': 'ESP', 'continent': 'Europe', 'label': 'Madrid, Spain'}	40.508857	-3.767864	Madrid		
Fresno, CA 93727 (Mclane area)	{'latitude': 36.75152, 'longitude': -119.680602, 'type': 'postalcode', 'name': '93727', 'number': None, 'postal_code': '93727', 'street': None, 'confidence': 1, 'region': 'California', 'region_code': 'CA', 'county': 'Fresno County', 'locality': None, 'administrative_area': None, 'neighbourhood': None, 'country': 'United States', 'country_code': 'USA', 'continent': 'North America', 'label': '93727, Fresno County, CA, USA'}	36.75152	-119.680602	California	Fresno County	
Reston, VA 20194	{'latitude': 38.96872, 'longitude': -77.3411, 'type': 'locality', 'name': 'Reston', 'number': None, 'postal_code': None, 'street': None, 'confidence': 0.6, 'region': 'Virginia', 'region_code': 'VA', 'county': 'Fairfax County', 'locality': 'Reston', 'administrative_area': None, 'neighbourhood': None, 'country': 'United States', 'country_code': 'USA', 'continent': 'North America', 'label': 'Reston, VA, USA'}	38.96872	-77.3411	Virginia	Fairfax County	Reston
Macomb, IL 61455	{'latitude': 40.461767, 'longitude': -90.67051, 'type': 'locality', 'name': 'Macomb', 'number': None, 'postal_code': None, 'street': None, 'confidence': 0.6, 'region': 'Illinois', 'region_code': 'IL', 'county': 'McDonough County', 'locality': 'Macomb', 'administrative_area': 'Macomb City Township', 'neighbourhood': None, 'country': 'United States', 'country_code': 'USA', 'continent': 'North America', 'label': 'Macomb, IL, USA'}	40.461767	-90.67051	Illinois	McDonough County	Macomb
Offutt AFB, NE	{'latitude': 41.12024, 'longitude': -95.92095, 'type': 'locality', 'name': 'Offutt Air Force Base', 'number': None, 'postal_code': None, 'street': None, 'confidence': 1, 'region': 'Nebraska', 'region_code': 'NE', 'county': 'Sarpy County', 'locality': 'Offutt Air Force Base', 'administrative_area': 'Bellevue Second Iv', 'neighbourhood': None, 'country': 'United States', 'country_code': 'USA', 'continent': 'North America', 'label': 'Offutt Air Force Base, NE, USA'}	41.12024	-95.92095	Nebraska	Sarpy County	Offutt Air Force Base
Pembroke Pines, FL 33025	{'latitude': 26.00315, 'longitude': -80.22394, 'type': 'locality', 'name': 'Pembroke Pines', 'number': None, 'postal_code': None, 'street': None, 'confidence': 0.6, 'region': 'Florida', 'region_code': 'FL', 'county': 'Broward County', 'locality': 'Pembroke Pines', 'administrative_area': None, 'neighbourhood': None, 'country': 'United States', 'country_code': 'USA', 'continent': 'North America', 'label': 'Pembroke Pines, FL, USA'}	26.00315	-80.22394	Florida	Broward County	Pembroke Pines
Sunnyvale, CA 94088	{'latitude': 37.3816, 'longitude': -122.025875, 'type': 'locality', 'name': 'Sunnyvale', 'number': None, 'postal_code': None, 'street': None, 'confidence': 0.6, 'region': 'California', 'region_code': 'CA', 'county': 'Santa Clara County', 'locality': 'Sunnyvale', 'administrative_area': None, 'neighbourhood': None, 'country': 'United States', 'country_code': 'USA', 'continent': 'North America', 'label': 'Sunnyvale, CA, USA'}	37.3816	-122.025875	California	Santa Clara County	Sunnyvale
Columbia, MS 39429	{'latitude': 31.248252, 'longitude': -89.822834, 'type': 'locality', 'name': 'Columbia', 'number': None, 'postal_code': None, 'street': None, 'confidence': 0.6, 'region': 'Mississippi', 'region_code': 'MS', 'county': 'Marion County', 'locality': 'Columbia', 'administrative_area': None, 'neighbourhood': None, 'country': 'United States', 'country_code': 'USA', 'continent': 'North America', 'label': 'Columbia, MS, USA'}	31.248252	-89.822834	Mississippi	Marion County	Columbia
