job title,agency,department,location,salary,search_keyword,extracted_salary
"Management and Program Analyst (Project Manager) (NTE 1 YR, MBE, MBMP) 12 Month Roster AMENDED",Internal Revenue Service,Department of the Treasury,"IRS Nationwide Locations,","Starting at $69,107 Per Year (GS 11-13)",Project Manager,69107
"Management and Program Analyst (Project Manager) 12 Month Roster, NTE 1 Yr, MBE Up to 5 Yrs, MBMP",Internal Revenue Service,Department of the Treasury,Multiple Locations,"Starting at $98,496 Per Year (GS 13)",Project Manager,98496
"Management and Program Analyst (Project Manager) NTE 1 Yr, MBE Up to 5 Yrs, MBMP (12 Month Roster)",Internal Revenue Service,Department of the Treasury,Multiple Locations,"Starting at $116,393 Per Year (GS 14)",Project Manager,116393
"Management and Program Analyst (Project Manager) (Temp NTE, MBE, MBP) (12 Month Roster) (Amended)",Internal Revenue Service,Department of the Treasury,Multiple Locations,"Starting at $116,393 Per Year (GS 14)",Project Manager,116393
Management and Program Analyst-Project Manager (12 MONTH ROSTER) TEMP NTE 1 YR MBE 5YRS (AMENDED),Internal Revenue Service,Department of the Treasury,Multiple Locations,"Starting at $136,908 Per Year (GS 15)",Project Manager,136908
"AMENDED Management and Program Analyst (Project Manager)(12 Month Roster) (TEMP-NTE 1YR, MBE, MBMP)",Internal Revenue Service,Department of the Treasury,Multiple Locations,"Starting at $116,393 Per Year (GS 14)",Project Manager,116393
"Management and Program Analyst (Project Manager) Temp NTE 1-YR MBE, MBP (12- MONTH ROSTER) (AMENDED)",Internal Revenue Service,Department of the Treasury,"IRS Nationwide Locations,","Starting at $116,393 Per Year (GS 14)",Project Manager,116393
"Management and Program Analyst (Project Manager) TEMP NTE 1 YR, MBE, MBMP (6 MONTH ROSTER) 'AMENDED'",Internal Revenue Service,Department of the Treasury,"IRS Nationwide Locations,","Starting at $136,908 Per Year (GS 15)",Project Manager,136908
LEAD MILITARY & FAMILY READINESS SPECIALIST,Army National Guard Units,Department of the Army,"Pineville, Louisiana
                    Pineville, Louisiana","Starting at $69,107 Per Year (GS 11)",Project Manager,69107
Operations Research Analyst,Federal Aviation Administration,Department of Transportation,"Washington, District of Columbia
                    Washington, District of Columbia","Starting at $79,225 Per Year (FV H)",Project Manager,79225
Operations Research Analyst,Federal Aviation Administration,Department of Transportation,"Washington, District of Columbia
                    Washington, District of Columbia","Starting at $79,225 Per Year (FV H)",Project Manager,79225
Supervisory Management & Program Analyst,"Executive Director, Office of Acquisition and Logistics",Department of Veterans Affairs,"Washington, District of Columbia
                    Washington, District of Columbia","Starting at $155,700 Per Year (GS 15)",Project Manager,155700
Interdisciplinary,U.S. Army Corps of Engineers,Department of the Army,"Elmendorf AFB, Alaska
                    Elmendorf AFB, Alaska","Starting at $93,367 Per Year (GS 12)",Project Manager,93367
Logistics Management Specialist (IM),Federal Aviation Administration,Department of Transportation,"Oklahoma City, Oklahoma
                    Oklahoma City, Oklahoma","Starting at $57,986 Per Year (FV G)",Project Manager,57986
General Engineer,Army Installation Management Command,Department of the Army,"Monterey, California
                    Monterey, California","Starting at $102,489 Per Year (GS 12)",Project Manager,102489
Aviation Technical Systems Specialist (COMM Team Program Implementation Manager - PIM),Federal Aviation Administration,Department of Transportation,"Atlanta, Georgia
                    Atlanta, Georgia","Starting at $109,231 Per Year (FV J)",Project Manager,109231
Aviation Technical Systems Specialist (COMM TEAM - PIM),Federal Aviation Administration,Department of Transportation,"Atlanta, Georgia
                    Atlanta, Georgia","Starting at $109,231 Per Year (FV J)",Project Manager,109231
Project Scheduler (Construction),U.S. Army Corps of Engineers,Department of the Army,"Sacramento, California
                    Sacramento, California","Starting at $91,220 Per Year (GS 12)",Project Manager,91220
Administrative Officer,Federal Aviation Administration,Department of Transportation,"Oklahoma City, Oklahoma
                    Oklahoma City, Oklahoma","Starting at $57,986 Per Year (FV G)",Project Manager,57986
Administrative Officer,Federal Aviation Administration,Department of Transportation,"Oklahoma City, Oklahoma
                    Oklahoma City, Oklahoma","Starting at $57,986 Per Year (FV G)",Project Manager,57986
Environmental Protection Specialist,Bonneville Power Administration,Department of Energy,"Vancouver, Washington
                    Vancouver, Washington","Starting at $105,666 Per Year (GS 13)",Project Manager,105666
"Senior IT Specialist (Policy/Planning), CG-2210-14",Federal Deposit Insurance Corporation,Other Agencies and Independent Organizations,Multiple Locations,"Starting at $136,582 Per Year (CG 14)",Project Manager,136582
"Senior IT Specialist (Policy/Planning), CG-2210-14",Federal Deposit Insurance Corporation,Other Agencies and Independent Organizations,Multiple Locations,"Starting at $136,582 Per Year (CG 14)",Project Manager,136582
Facilities Improvement Specialist,U.S. Army Joint Munitions Command,Department of the Army,"McAlester, Oklahoma
                    McAlester, Oklahoma","Starting at $57,118 Per Year (GS 9)",Project Manager,57118
Interdisciplinary,U.S. Army Corps of Engineers,Department of the Army,"San Francisco, California
                    San Francisco, California","Starting at $102,489 Per Year (GS 12)",Project Manager,102489
Management and Program Analyst (12 Month Roster),Internal Revenue Service,Department of the Treasury,Multiple Locations,"Starting at $46,696 Per Year (GS 7)",Project Manager,46696
Program Manager (General Aviation Survey & ASRP Program Manager),Federal Aviation Administration,Department of Transportation,"Washington, District of Columbia
                    Washington, District of Columbia","Starting at $117,639 Per Year (FV J)",Project Manager,117639
Program Manager (General Aviation Survey & ASRP Program Manager),Federal Aviation Administration,Department of Transportation,"Washington, District of Columbia
                    Washington, District of Columbia","Starting at $117,639 Per Year (FV J)",Project Manager,117639
Supervisory Logistics Management Specialist,U.S. Army Acquisition Support Center,Department of the Army,"Fort Belvoir, Virginia
                    Fort Belvoir, Virginia","Starting at $132,368 Per Year (NH 4)",Project Manager,132368
ENGINEERING TECHNICIAN (NUCLEAR),United States Fleet Forces Command,Department of the Navy,"Naval Shipyard, Portsmouth, Virginia
                    Naval Shipyard, Portsmouth, Virginia","Starting at $99,714 Per Year (GS 13)",Project Manager,99714
BIOLOGICAL SCIENTIST (ENVIRONMENTAL) (INTERDISCIPLINARY),Pacific Air Forces,Department of the Air Force,"Kadena Air Base Okinawa, Japan
                    Kadena Air Base Okinawa, Japan","Starting at $71,099 Per Year (GS 12)",Project Manager,71099
BIOLOGICAL SCIENTIST (ENVIRONMENTAL) Interdisciplinary,Pacific Air Forces,Department of the Air Force,"Kadena Air Base Okinawa, Japan
                    Kadena Air Base Okinawa, Japan","Starting at $71,099 Per Year (GS 12)",Project Manager,71099
Supervisory Land Surveyor,Forest Service,Department of Agriculture,"Location Negotiable After Selection,","Starting at $82,830 Per Year (GS 12)",Project Manager,82830
General Engineer,"Bureau of Alcohol, Tobacco, Firearms, and Explosives",Department of Justice,"Washington, District of Columbia
                    Washington, District of Columbia","Starting at $112,015 Per Year (GS 13)",Project Manager,112015
Information Technology (IT) Program Manager (Systems Analysis),Immediate Office of the Commander-in-Chief of the U.S. Army,Department of the Army,"Wiesbaden, Germany
                    Wiesbaden, Germany","Starting at $78,209 Per Year (GS 12)",Project Manager,78209
"AST, Engineering Project Management",Langley Research Center,National Aeronautics and Space Administration,Multiple Locations,"Starting at $117,831 Per Year (GS 14-15)",Project Manager,117831
Safety Engineer (RECENT GRADUATE),Department of Energy - Agency Wide,Department of Energy,"New Orleans, Louisiana
                    New Orleans, Louisiana","Starting at $69,107 Per Year (GS 11)",Project Manager,69107
Housing Management Specialist,Air Force Materiel Command,Department of the Air Force,"Hanscom AFB, Massachusetts
                    Hanscom AFB, Massachusetts","Starting at $64,251 Per Year (GS 9)",Project Manager,64251
Loan Specialist,Department of Energy - Agency Wide,Department of Energy,Anywhere in the U.S. (remote job),"Starting at $57,118 Per Year (GS 9-15)",Project Manager,57118
Loan Specialist,Department of Energy - Agency Wide,Department of Energy,Anywhere in the U.S. (remote job),"Starting at $57,118 Per Year (GS 9-15)",Project Manager,57118
Loan Specialist,Department of Energy - Agency Wide,Department of Energy,Multiple Locations,"Starting at $57,118 Per Year (GS 9-15)",Project Manager,57118
IT SPECIALIST (NETWORK),Army National Guard Units,Department of the Army,"Lincoln, Nebraska
                    Lincoln, Nebraska","Starting at $82,830 Per Year (GS 12)",Project Manager,82830
MANAGEMENT AND PROGRAM ANALYST,Air Force Manpower Analysis Agency,Department of the Air Force,"Randolph AFB, Texas
                    Randolph AFB, Texas","Starting at $99,764 Per Year (GS 13)",Project Manager,99764
Group/Unit Supervisor (SA Staff),Internal Revenue Service,Department of the Treasury,"Austin, Texas
                    Austin, Texas","Starting at $84,892 Per Year (IR 6)",Project Manager,84892
"Supervisory Bankruptcy Specialist (Chief, Insolvency Section)",Internal Revenue Service,Department of the Treasury,Multiple Locations,"Starting at $98,496 Per Year (IR 5)",Project Manager,98496
Community Planner - BIL (Open to both U.S. Citizens and Federal Employees),Office of the Secretary of Transportation,Department of Transportation,"Location Negotiable After Selection,","Starting at $69,107 Per Year (GS 11-14)",Project Manager,69107
Community Planner BIL - DIRECT HIRE (Remote Eligible),Office of the Secretary of Transportation,Department of Transportation,"Location Negotiable After Selection,","Starting at $46,696 Per Year (GS 07-09)",Project Manager,46696
MANAGER,Naval Sea Systems Command,Department of the Navy,"Dahlgren, Virginia
                    Dahlgren, Virginia","Starting at $112,015 Per Year (NT 6)",Project Manager,112015
Environmental Protection Specialist,Bonneville Power Administration,Department of Energy,"Vancouver, Washington
                    Vancouver, Washington","Starting at $105,666 Per Year (GS 13)",Project Manager,105666
Supervisory Human Resource Specialist,Internal Revenue Service,Department of the Treasury,"Stockton, California
                    Stockton, California","Starting at $144,017 Per Year (IR 4)",Project Manager,144017
Health System Specialist (Program Manager -VHA Enterprise Imaging Program),Veterans Health Administration,Department of Veterans Affairs,Anywhere in the U.S. (remote job),"Starting at $116,393 Per Year (GS 14)",Project Manager,116393
International Relations Specialist,Bureau of International Labor Affairs,Department of Labor,"Washington, District of Columbia
                    Washington, District of Columbia","Starting at $78,592 Per Year (GS 11-13)",Project Manager,78592
International Relations Specialist,Bureau of International Labor Affairs,Department of Labor,"Washington, District of Columbia
                    Washington, District of Columbia","Starting at $78,592 Per Year (GS 11-13)",Project Manager,78592
International Relations Officer,Bureau of International Labor Affairs,Department of Labor,"Washington, District of Columbia
                    Washington, District of Columbia","Starting at $132,368 Per Year (GS 14)",Project Manager,132368
